id,word-1,word-2,word-3,word-4,word-5,word-6,word-7,word-8,word-9,word-10,word-11,word-12,word-13,word-14,word-15,word-16,word-17,word-18,word-19,word-20,word-21,word-22,word-23,word-24,word-25,word-26,word-27,word-28,word-29,word-30,word-31,word-32,word-33,word-34,word-35,word-36,word-37,word-38,word-39,word-40,Result
996,13,1,0,1,0,0,0,2,2,3,0,0,1,2,3,0,0,0,6,0,0,0,1,2,5,0,0,2,4,1,0,1,2,0,2,0,1,0,0,0,0
997,37,1,0,8,2,0,1,2,0,0,3,0,0,5,3,0,3,0,21,0,1,0,3,1,3,0,1,0,19,0,0,0,3,0,4,0,0,2,3,1,0
998,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,16,1,0,1,1,0,1,1,0,1,1,1,0,2,4,0,0,0,10,0,0,3,2,1,3,0,3,2,1,0,0,0,2,0,2,0,0,0,1,1,0
1000,35,1,0,2,5,1,2,2,2,3,2,2,0,1,4,2,5,4,34,0,0,7,10,1,6,0,3,1,8,2,0,0,,4,4,,2,1,0,2,1
1001,58,2,2,3,6,1,1,3,7,1,4,2,2,2,11,1,2,2,38,3,1,7,4,2,3,0,4,4,21,0,0,1,8,2,8,2,1,1,1,0,0
1002,15,0,1,1,5,2,1,1,1,0,1,0,1,0,6,1,2,1,14,1,0,5,3,0,0,0,0,1,2,0,0,1,3,1,3,0,0,1,0,1,0
1003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,4,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,2,2,0,0,2,1
1004,4,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,4,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1005,32,0,2,3,1,0,4,4,2,0,2,0,1,3,3,0,4,2,40,1,4,8,4,4,5,0,2,0,9,0,0,2,1,1,6,0,3,0,0,2,0
1006,5,0,0,0,0,0,,1,0,0,1,0,0,1,0,0,0,a,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1007,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,5,0,2,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,2,1,2,0,0,0,2,0,0,0,0,0,1,0,0
1009,99,1,1,11,21,5,6,4,18,13,10,1,0,7,7,1,6,4,83,2,2,15,12,3,11,0,4,4,19,2,3,0,5,4,12,1,2,7,1,4,0
1010,210,13,3,5,37,9,8,29,23,15,6,3,4,9,40,3,4,2,138,2,18,31,19,13,24,1,7,4,56,5,5,7,24,2,15,5,18,6,20,2,0
1011,151,2,4,10,27,10,8,24,18,10,13,1,6,8,26,3,8,5,130,4,3,36,15,15,18,2,3,6,44,3,11,2,24,5,21,5,4,3,8,4,0
1012,8,0,0,1,4,1,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1
1013,32,0,0,1,5,0,1,12,3,2,1,0,1,5,4,0,0,0,11,0,0,0,1,1,2,0,1,0,8,0,2,1,3,0,4,3,0,0,2,0,0
1014,124,3,2,5,30,4,4,11,15,10,1,2,4,12,22,5,14,14,70,1,3,15,21,5,27,2,7,1,33,1,3,2,17,14,20,0,1,2,4,9,0
1015,133,1,5,9,27,14,2,11,9,8,2,1,0,10,40,6,16,7,138,4,0,35,19,15,12,3,0,15,16,8,4,5,31,7,18,12,17,4,7,11,1
1016,10,0,1,0,4,1,0,4,1,1,0,0,0,1,1,0,0,0,9,0,0,2,0,0,0,0,1,0,2,0,0,0,1,0,4,0,0,0,0,0,0
1017,,1,2,7,10,4,2,7,7,3,0,1,4,2,8,1,1,1,47,1,1,12,4,4,7,0,2,1,9,0,1,0,7,1,11,3,1,2,2,1,0
1018,10,0,1,0,4,2,0,2,1,4,0,0,0,0,2,0,0,0,15,0,0,2,0,0,1,1,2,0,3,0,0,0,2,0,2,0,0,0,0,0,0
1019,5,1,0,0,1,0,0,1,1,0,0,0,0,0,3,1,0,0,7,0,0,1,1,1,1,0,1,1,2,1,0,0,1,0,2,0,1,0,0,1,1
1020,260,14,6,7,39,14,2,19,32,9,9,3,9,21,16,3,9,7,216,3,4,49,17,24,25,2,20,11,52,16,5,13,14,7,30,4,22,22,5,12,1
1021,18,2,0,1,2,0,2,1,0,1,2,0,0,3,0,0,2,1,11,1,0,3,4,0,6,0,0,0,5,1,0,1,0,1,1,0,3,0,1,0,0
1022,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,42,2,0,0,14,2,1,5,4,7,2,1,0,4,5,0,2,2,29,8,0,6,2,0,6,3,0,0,14,3,7,1,4,2,9,1,6,3,2,9,0
1024,21,0,0,5,4,2,1,1,3,3,1,0,1,3,6,0,1,0,19,1,1,1,0,2,2,0,1,0,10,2,0,1,5,0,5,0,2,3,4,2,0
1025,37,2,0,0,10,2,1,8,5,0,4,0,0,0,8,0,1,1,11,1,1,2,1,1,5,0,1,0,3,1,0,3,4,1,3,0,1,1,2,1,0
1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1027,44,0,0,2,12,2,1,9,1,0,0,0,0,2,4,0,4,3,29,1,1,9,6,2,4,0,1,2,6,2,0,4,2,3,6,0,4,0,3,4,0
1028,38,1,0,1,6,2,1,1,4,2,2,0,1,0,1,1,1,0,26,0,0,10,6,2,1,0,1,0,4,0,0,1,0,0,5,0,0,0,1,1,1
1029,21,0,1,1,3,0,0,3,2,0,3,1,1,0,3,2,0,0,18,0,1,4,2,1,1,0,2,0,4,0,0,0,2,0,1,0,0,1,1,1,0
1030,38,1,0,1,4,1,0,1,4,2,3,1,0,0,3,0,2,0,26,1,1,1,3,0,4,3,0,1,6,0,1,1,0,0,1,1,0,4,2,0,1
1031,413,16,12,13,98,23,9,30,77,26,5,5,13,18,68,16,41,23,433,11,6,115,55,55,28,18,26,42,61,6,9,6,53,21,50,11,28,12,3,11,1
1032,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1033,84,3,0,2,14,5,3,7,7,2,3,4,1,5,11,3,1,0,80,3,1,15,12,10,3,2,1,3,14,4,1,1,3,0,10,2,7,3,1,4,1
1034,18,0,0,0,2,0,1,2,3,2,3,0,0,2,3,1,2,2,11,0,1,2,4,0,5,0,2,1,2,0,0,0,3,2,0,1,0,0,0,1,0
1035,32,1,0,3,6,2,2,0,0,2,2,0,4,7,2,1,1,0,14,1,0,0,2,3,4,0,2,2,3,0,0,0,0,0,4,1,0,0,2,3,0
1036,16,0,1,0,2,1,0,3,4,0,1,0,a,0,4,1,0,0,9,0,1,3,0,0,0,0,2,0,4,1,0,0,4,0,2,1,3,0,2,0,0
1037,7,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,12,1,2,2,3,1,0,0,1,2,1,0,2,0,0,1,0,2,0,0,1,0,0
1038,51,1,0,3,8,4,1,2,6,1,0,2,1,5,8,1,2,0,,0,0,4,7,9,8,1,3,5,6,4,1,,6,0,5,0,7,0,2,3,1
1039,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1040,252,8,5,5,62,30,4,19,49,11,6,2,3,24,42,5,21,6,251,2,5,77,27,18,13,10,11,21,51,1,17,4,37,5,26,3,14,9,4,0,1
1041,15,0,1,0,3,0,0,0,0,1,1,1,1,0,2,1,2,2,35,1,0,5,3,3,1,1,1,2,1,1,0,0,0,2,1,0,1,2,1,1,1
1042,114,4,1,3,11,1,2,9,5,3,2,1,5,2,9,1,6,1,120,4,4,13,4,9,4,1,4,8,9,2,3,7,4,1,7,3,4,1,3,6,1
1043,40,1,0,4,8,0,1,1,4,0,4,0,0,2,5,1,3,0,28,1,0,8,1,0,3,0,0,0,13,0,0,2,3,0,4,0,0,0,1,0,0
1044,63,2,3,5,8,4,5,4,4,1,3,1,0,1,5,1,5,3,37,0,3,8,4,7,12,0,3,4,15,0,0,3,5,3,10,3,1,0,1,5,0
1045,5,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,2,1,8,0,1,2,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0
1046,31,1,0,0,3,1,1,3,7,2,0,1,,2,2,0,2,1,16,1,1,2,2,2,0,0,3,0,4,2,2,1,1,1,1,2,2,1,2,4,1
1047,12,0,0,0,2,0,0,2,1,1,1,2,0,1,1,0,1,0,5,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
1048,26,0,0,1,7,4,1,0,2,0,0,0,,1,2,0,2,1,25,1,1,5,3,4,0,0,0,0,0,3,0,0,0,0,0,2,4,3,2,2,1
1049,13,1,1,0,2,0,0,3,3,1,0,0,0,0,0,0,1,1,12,1,0,4,2,0,0,0,2,0,2,0,0,0,0,1,4,0,0,0,0,0,0
1050,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1
1051,260,1,4,3,37,16,6,10,58,15,16,8,8,21,48,1,4,1,195,6,2,49,24,6,14,4,9,6,63,4,3,3,36,1,30,5,14,13,5,9,0
1052,17,1,1,1,4,0,0,1,1,3,0,0,0,4,1,0,0,0,5,0,2,2,1,0,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,1,0
1053,101,8,4,2,11,1,1,8,15,4,1,6,4,5,14,2,4,4,83,3,3,27,9,4,4,1,5,5,17,5,3,2,11,4,13,5,9,3,2,7,1
1054,51,1,0,1,5,0,2,10,8,6,5,0,0,4,4,0,4,,31,1,3,5,6,3,7,0,2,0,9,0,0,0,4,4,4,1,3,0,0,3,0
1055,8,0,0,0,1,1,0,0,3,0,0,0,0,1,2,0,0,0,5,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1056,44,0,1,6,5,2,1,4,4,4,2,0,1,3,3,1,0,0,16,0,1,4,0,0,2,0,2,1,14,2,0,0,1,0,4,1,4,0,0,5,0
1057,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,35,0,0,0,3,1,2,7,3,1,3,0,3,2,9,1,0,0,20,0,0,6,1,5,7,0,2,3,5,0,3,0,8,0,7,5,4,2,0,0,0
1059,48,6,2,3,4,3,3,7,7,4,2,1,0,1,3,1,1,1,34,0,3,7,3,4,4,0,4,1,19,6,0,2,3,1,12,1,9,1,3,7,0
1060,23,2,0,0,5,1,0,4,1,2,0,1,0,1,4,0,1,1,14,0,1,2,1,2,1,0,1,0,0,1,0,1,3,1,1,0,1,0,2,3,0
1061,5,0,,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1062,48,0,3,4,9,3,0,4,4,6,1,1,0,2,15,1,0,0,41,0,1,16,4,0,6,0,0,2,9,0,3,0,12,0,7,0,0,3,0,1,0
1063,55,1,1,0,11,5,3,9,5,1,1,0,1,4,8,1,5,5,43,1,0,16,11,4,7,3,6,1,6,1,1,2,7,5,5,2,3,2,6,0,0
1064,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,9,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1065,21,2,0,1,7,3,0,2,1,1,1,2,1,1,1,1,2,0,28,0,0,2,2,1,2,0,1,2,6,6,1,1,0,0,2,0,7,2,0,6,1
1066,9,0,0,0,0,0,0,2,0,3,2,0,0,1,0,0,0,0,12,0,3,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0
1067,5,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
1068,237,7,11,2,39,18,9,13,44,7,8,7,1,13,33,2,12,8,205,11,3,71,16,19,3,0,2,21,25,15,25,15,26,8,29,4,45,16,6,18,0
1069,72,1,0,6,11,1,5,9,6,2,7,1,2,3,6,0,11,4,43,5,4,3,7,2,16,0,10,1,11,0,0,3,6,4,5,0,1,0,8,3,0
1070,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1071,30,0,0,2,1,0,2,3,4,2,2,0,3,3,0,0,1,0,32,0,4,0,4,3,2,0,0,0,18,0,0,0,0,0,4,0,0,2,2,1,0
1072,12,0,0,1,3,0,0,0,2,1,0,0,0,0,2,0,1,1,11,0,0,5,1,0,1,0,0,0,0,0,3,0,2,1,3,0,1,0,0,3,0
1073,32,2,1,0,7,0,1,2,5,2,0,0,1,1,3,0,3,0,26,1,0,6,5,4,1,1,2,1,1,1,1,0,2,0,3,1,1,1,1,6,1
1074,5,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1075,26,2,,0,5,0,1,2,3,4,2,1,0,2,7,0,,2,18,1,3,6,2,2,1,0,3,2,3,0,1,1,7,2,3,1,0,2,2,2,0
1076,13,1,0,0,1,1,2,0,1,1,0,2,1,1,2,0,2,0,11,0,0,2,0,2,1,0,0,6,2,0,2,3,0,0,1,0,0,1,1,1,1
1077,17,0,0,0,2,0,0,2,0,2,0,0,0,0,1,1,1,1,18,0,0,2,4,0,3,1,1,0,1,1,0,0,0,1,6,2,2,0,0,1,0
1078,40,2,0,5,7,1,0,0,2,3,3,2,0,0,0,0,1,0,39,0,0,5,1,8,2,1,3,1,8,0,1,0,0,0,3,1,1,3,0,0,1
1079,15,0,0,0,0,0,0,4,0,6,4,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1080,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1081,17,3,0,1,2,1,0,0,0,1,0,0,0,2,2,2,1,0,20,1,0,5,2,1,0,0,1,1,4,0,0,1,1,0,2,2,,0,0,0,1
1082,37,2,1,0,7,5,2,2,3,2,0,1,4,2,10,0,9,2,42,2,1,11,6,4,3,,1,4,3,2,0,3,8,2,2,1,3,0,2,1,1
1083,14,0,0,0,1,0,0,3,2,0,2,1,1,0,1,1,0,0,13,0,0,4,1,1,0,0,2,0,3,0,0,0,0,0,1,0,0,1,0,0,0
1084,33,2,1,2,6,0,0,4,6,4,0,0,0,3,2,0,,0,25,0,1,6,2,3,1,0,3,0,12,1,0,1,1,0,4,0,1,0,0,2,0
1085,28,1,0,4,5,2,0,2,4,2,0,2,1,0,4,0,1,0,19,2,0,6,2,2,4,0,4,1,1,0,0,0,4,0,4,2,1,1,2,0,0
1086,21,0,0,0,8,0,0,1,5,1,4,0,0,4,4,0,0,0,9,0,0,6,0,0,4,2,5,0,2,0,0,0,4,0,0,0,1,0,0,0,0
1087,85,2,0,1,12,4,4,8,11,3,3,2,1,8,10,1,18,12,88,1,2,26,20,8,6,0,12,5,13,14,1,2,7,10,17,1,14,6,1,19,0
1088,24,1,2,1,2,1,0,2,6,6,1,0,3,2,3,0,2,0,23,0,2,3,3,1,3,0,0,2,6,1,0,1,3,0,2,1,1,1,2,2,0
1089,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,24,1,2,0,4,1,0,2,5,5,1,0,0,3,4,0,0,0,19,0,0,5,0,0,2,2,2,0,7,0,0,0,2,0,7,0,0,0,0,0,0
1091,22,1,0,0,3,0,0,0,1,1,0,3,0,2,5,2,0,0,18,2,2,3,0,2,4,0,2,0,4,0,0,3,3,0,2,1,1,1,1,7,0
1092,31,2,1,1,3,0,1,3,6,2,3,1,4,1,8,3,2,0,33,0,1,11,2,4,1,0,3,0,10,3,1,4,5,0,0,2,4,1,0,0,0
1093,6,0,1,0,2,0,0,2,1,2,0,0,0,0,2,0,0,0,10,0,0,1,1,0,0,0,1,1,3,0,0,0,2,0,3,0,0,0,,0,0
1094,73,2,1,6,9,6,3,5,4,4,6,1,1,9,10,0,2,0,46,0,2,13,3,4,5,0,1,2,32,0,0,0,7,0,6,,1,4,2,0,0
1095,39,0,2,0,5,3,1,1,1,2,2,1,0,4,2,0,1,0,27,2,1,6,1,4,2,1,3,3,7,1,2,1,1,0,2,0,2,1,1,0,1
1096,115,7,2,2,10,4,12,5,10,7,1,10,3,4,9,1,5,0,114,0,0,16,12,20,7,0,7,30,20,8,15,23,8,0,11,1,10,8,2,12,1
1097,97,2,3,8,22,5,1,16,16,13,1,2,3,7,16,2,4,1,72,4,3,21,4,15,15,2,3,1,19,2,0,2,12,1,12,6,4,4,3,7,0
1098,18,0,0,0,1,1,0,2,6,1,4,0,0,3,7,1,3,1,20,0,1,5,2,4,4,1,1,2,0,0,0,4,3,1,6,0,0,2,0,0,1
1099,46,2,0,4,12,1,1,3,8,6,3,6,2,1,13,0,1,0,33,1,2,12,0,2,10,0,0,3,9,3,0,3,11,0,10,0,5,1,7,1,0
1100,6,0,1,0,1,0,0,0,2,2,0,1,1,0,5,2,0,0,13,0,1,1,1,1,0,0,1,1,3,0,0,0,3,0,1,0,1,0,1,0,1
1101,99,1,4,4,18,5,6,10,17,10,4,1,3,11,14,4,3,2,41,2,1,8,5,12,8,0,2,2,32,0,0,4,9,2,13,5,2,4,5,2,0
1102,26,0,0,0,3,1,1,5,1,1,1,0,1,2,5,1,3,3,21,0,0,6,5,3,6,0,1,3,4,0,2,0,4,3,7,4,4,2,0,0,0
1103,20,5,0,0,5,0,0,1,0,3,0,0,0,3,8,0,2,2,16,0,0,12,3,1,1,0,0,0,10,1,0,0,8,2,4,0,5,1,2,1,0
1104,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1105,63,0,0,2,6,1,0,15,9,3,1,1,4,5,11,3,,2,45,0,0,7,5,4,5,2,0,2,13,1,2,2,11,2,4,1,3,4,,0,0
1106,17,1,0,0,2,1,0,3,6,3,2,0,1,2,5,0,0,0,9,2,0,2,2,1,0,0,2,1,4,1,0,1,3,0,3,0,1,1,2,0,0
1107,5,2,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,5,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0
1108,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,32,1,0,0,10,5,0,3,1,2,2,1,0,2,2,0,0,0,10,0,2,0,0,0,5,2,2,1,4,0,0,1,2,0,6,0,1,1,3,1,0
1110,332,14,10,2,82,28,15,18,70,21,11,2,,19,43,6,31,17,`361,10,6,115,38,42,39,27,11,34,57,10,19,10,37,16,32,10,24,13,7,7,1
1111,46,11,0,2,5,1,3,2,5,3,4,0,0,0,13,0,2,0,18,0,1,6,0,2,11,5,1,0,8,0,0,0,7,0,3,0,1,6,3,1,0
1112,16,3,0,0,3,2,2,2,2,0,1,0,0,1,6,0,0,0,3,0,0,0,2,1,3,1,0,0,1,0,0,0,3,0,0,0,1,1,1,1,0
1113,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1114,32,1,0,0,3,2,1,1,5,1,1,2,0,2,4,0,1,0,31,1,0,2,5,2,4,0,2,1,5,3,3,1,3,0,7,0,4,2,3,7,1
1115,83,1,1,7,12,2,1,7,,1,0,0,1,1,10,5,3,2,71,7,4,19,11,5,13,1,2,2,24,0,3,3,7,2,7,2,2,0,0,0,0
1116,23,1,0,0,3,0,0,1,3,3,0,3,1,2,8,0,2,0,21,6,1,3,1,0,2,0,0,1,1,1,0,1,5,0,5,1,1,0,5,2,0
1117,39,1,0,0,11,5,0,1,2,4,0,1,1,0,2,1,1,0,31,1,2,6,2,7,2,1,3,0,4,1,0,1,1,0,0,0,2,3,0,3,1
1118,36,1,0,4,4,2,0,3,5,3,1,0,0,,5,1,1,0,27,0,1,5,5,5,1,0,3,1,6,0,1,1,5,0,1,1,1,1,1,2,0
1119,56,1,1,1,13,1,1,2,7,1,1,1,1,3,5,3,5,3,67,2,3,13,12,9,4,0,4,2,13,4,3,3,4,3,6,4,5,3,3,3,1
1120,22,0,0,2,6,0,0,3,1,0,0,0,0,1,2,0,0,0,8,0,0,2,0,0,2,0,0,0,8,0,0,0,2,0,2,0,0,2,5,0,0
1121,6,0,0,0,1,1,0,0,3,0,0,0,0,1,2,0,0,0,6,0,0,31415669,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1122,36,2,1,1,2,0,1,7,10,1,1,0,0,2,5,2,5,5,37,0,2,9,11,4,0,0,4,3,11,1,0,2,4,5,3,0,2,0,4,2,0
1123,268,16,6,0,61,24,10,22,46,13,5,4,,21,47,3,21,8,293,18,5,81,33,31,27,13,12,27,38,3,14,6,43,8,43,6,23,8,7,0,1
1124,60,0,0,2,15,8,3,9,7,8,4,1,2,2,14,0,,0,74,4,7,19,3,5,4,1,4,8,12,8,1,6,13,0,7,0,17,1,7,7,0
1125,8,1,0,0,2,0,1,1,0,0,1,1,0,0,4,0,2,2,12,0,1,1,4,2,1,0,1,0,2,0,0,2,3,2,5,0,0,1,1,2,1
1126,20,0,1,0,3,1,2,2,6,4,2,0,0,0,3,2,1,0,16,0,1,5,1,2,3,0,0,1,3,5,1,2,0,0,5,0,5,1,1,7,1
1127,31,3,2,1,4,1,0,4,0,0,1,3,2,2,13,1,4,0,29,0,0,9,4,4,3,0,3,5,4,1,0,1,13,0,9,1,7,4,1,2,1
1128,11,0,1,0,2,1,0,2,3,2,1,0,0,0,2,0,0,0,10,0,0,5,0,0,3,0,0,0,1,0,1,1,2,0,3,0,0,0,0,0,0
1129,31,2,1,0,5,1,2,3,9,1,2,0,0,0,3,0,0,0,13,0,1,4,1,2,2,0,0,1,5,0,0,1,2,0,5,2,2,2,0,2,0
1130,31,0,0,3,1,0,1,1,0,1,3,1,0,1,2,0,1,1,20,4,1,1,2,2,2,1,3,0,10,1,1,3,1,1,2,0,4,1,0,1,0
1131,34,1,1,1,7,0,0,6,3,4,2,0,0,1,3,0,0,0,26,1,1,7,0,3,2,0,5,1,6,1,1,1,2,0,3,0,1,0,1,3,0
1132,23,0,1,1,4,1,1,0,7,0,1,3,0,1,1,1,1,1,21,0,0,6,2,3,3,2,2,2,3,4,0,0,0,1,4,1,4,0,1,7,1
1133,236,5,4,16,47,8,5,4,11,19,13,4,0,1,16,11,8,0,174,5,4,22,16,10,15,2,7,1,81,1,0,16,3,0,13,5,6,8,6,0,0
1134,48,0,3,1,6,3,1,7,9,1,4,2,1,1,8,2,2,2,42,2,2,15,7,8,16,3,1,3,6,1,0,4,7,2,6,2,6,0,3,5,0
1135,27,0,1,2,7,0,1,2,1,1,0,0,0,5,1,0,0,0,16,0,0,1,3,0,3,0,2,1,8,0,0,0,1,0,1,1,0,0,0,1,0
1136,70,1,2,5,,3,0,2,17,8,1,1,3,5,7,1,1,1,63,2,3,21,3,9,6,2,5,1,12,13,3,1,6,1,6,11,15,8,5,14,1
1137,23,5,0,2,3,0,0,1,1,0,1,2,0,2,4,0,1,1,8,0,0,3,3,0,3,0,2,0,1,0,0,0,2,1,2,0,0,0,2,4,0
1138,16,0,0,0,5,0,1,2,0,2,1,0,0,0,4,2,0,0,5,0,1,1,0,0,4,4,0,0,1,0,0,1,4,0,3,0,0,1,1,0,0
1139,5,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1140,207,12,3,7,36,7,4,22,26,13,15,6,3,25,38,3,5,2,120,0,2,40,7,0,25,6,16,5,65,0,0,7,23,2,21,0,1,4,3,2,0
1141,9,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,1,7,0,1,2,1,0,4,0,1,1,2,0,0,1,0,1,2,0,1,0,0,1,0
1142,31,0,0,1,1,0,1,5,0,6,4,0,,3,0,0,1,0,28,0,5,0,4,3,3,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0
1143,10,0,0,0,4,1,1,0,0,0,1,0,0,0,4,0,0,0,3,2,1,0,0,0,1,0,1,0,4,0,0,1,2,0,1,0,1,1,0,2,0
1144,75,1,0,6,5,1,1,2,4,3,4,0,0,0,6,0,0,0,48,1,1,14,5,6,2,0,1,0,8,0,0,2,3,0,9,1,2,2,1,2,0
1145,21,0,0,0,5,1,0,1,0,1,1,1,0,1,3,2,1,0,27,1,0,3,4,2,0,0,2,1,5,2,1,0,1,0,5,1,2,1,0,1,1
1146,201,5,10,20,35,16,10,13,22,16,5,5,2,10,46,5,5,1,177,5,1,45,8,13,35,2,23,9,61,8,4,6,40,1,31,14,13,14,5,3,0
1147,21,0,0,0,2,0,1,6,2,1,3,0,0,3,3,0,0,0,15,2,1,4,1,0,1,0,1,0,3,0,0,0,3,0,0,0,1,0,1,1,0
1148,83,1,3,3,12,0,1,12,15,3,8,3,0,10,16,2,4,4,64,0,2,17,7,5,11,1,2,6,24,2,0,0,16,4,6,3,2,4,5,2,0
1149,8,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,8,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1150,48,1,1,0,6,0,1,15,6,2,1,0,0,2,10,2,3,2,23,0,0,6,3,2,8,0,6,0,7,0,1,6,8,2,6,0,2,1,0,1,0
1151,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1152,18,1,1,0,1,1,2,1,6,1,2,2,0,1,10,1,1,0,11,1,0,4,1,0,4,0,3,0,0,0,0,1,9,0,3,3,0,2,1,1,0
1153,407,15,16,2,88,35,21,18,85,19,10,2,22,25,56,6,28,16,424,13,5,127,36,45,46,28,13,40,79,11,19,23,49,15,51,17,27,19,14,4,1
1154,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1155,151,5,1,8,31,20,1,9,20,8,10,4,2,3,20,3,6,5,101,7,1,21,15,6,12,0,5,8,8,6,5,6,17,1,10,1,11,2,3,4,0
1156,226,7,1,5,39,18,3,27,56,15,7,3,8,12,44,15,11,5,261,8,4,63,29,31,22,11,17,13,81,0,22,18,37,5,27,11,0,11,3,2,0
1157,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1158,3,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,9,0,0,2,4,0,1,0,0,0,5,0,0,1,0,1,1,0,1,2,1,0,0
